Inphase,Outphase,Mask
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00002.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00002.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00004.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00004.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00006.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00006.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00008.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00008.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00010.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00010.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00012.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00012.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00014.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00014.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00016.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00016.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00018.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00018.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00020.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00020.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00022.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00022.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00024.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00024.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00026.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00026.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00028.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00028.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00030.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00030.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00032.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00032.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00034.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00034.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00036.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00036.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00038.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00038.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00040.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00040.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00042.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00042.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00044.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00044.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00046.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00046.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00048.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00048.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00050.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00050.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00052.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00052.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00054.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00054.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00056.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00056.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00058.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00058.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00060.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00060.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00062.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00061.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00062.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00064.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00063.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00064.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00066.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00065.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00066.png
21/T1DUAL/DICOM_anon/InPhase/IMG-0004-00068.dcm,21/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00067.dcm,generated_masks/pretrain_1case_fuseunet_r1/21/IMG-0004-00068.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00002.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00002.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00004.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00004.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00006.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00006.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00008.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00008.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00010.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00010.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00012.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00012.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00014.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00014.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00016.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00016.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00018.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00018.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00020.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00020.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00022.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00022.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00024.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00024.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00026.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00026.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00028.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00028.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00030.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00030.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00032.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00032.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00034.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00034.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00036.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00036.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00038.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00038.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00040.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00040.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00042.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00042.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00044.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00044.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00046.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00046.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00048.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00048.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00050.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00050.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00052.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00052.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00054.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00054.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00056.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00056.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00058.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00058.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00060.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00060.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00062.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00061.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00062.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00064.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00063.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00064.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00066.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00065.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00066.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00068.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00067.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00068.png
22/T1DUAL/DICOM_anon/InPhase/IMG-0005-00070.dcm,22/T1DUAL/DICOM_anon/OutPhase/IMG-0005-00069.dcm,generated_masks/pretrain_1case_fuseunet_r1/22/IMG-0005-00070.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00002.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00002.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00004.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00004.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00006.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00006.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00008.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00008.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00010.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00010.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00012.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00012.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00014.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00014.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00016.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00016.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00018.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00018.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00020.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00020.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00022.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00022.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00024.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00024.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00026.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00026.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00028.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00028.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00030.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00030.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00032.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00032.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00034.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00034.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00036.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00036.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00038.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00038.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00040.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00040.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00042.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00042.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00044.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00044.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00046.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00046.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00048.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00048.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00050.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00050.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00052.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00052.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00054.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00054.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00056.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00056.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00058.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00058.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00060.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00060.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00062.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00061.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00062.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00064.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00063.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00064.png
32/T1DUAL/DICOM_anon/InPhase/IMG-0031-00066.dcm,32/T1DUAL/DICOM_anon/OutPhase/IMG-0031-00065.dcm,generated_masks/pretrain_1case_fuseunet_r1/32/IMG-0031-00066.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00002.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00002.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00004.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00004.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00006.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00006.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00008.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00008.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00010.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00010.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00012.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00012.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00014.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00014.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00016.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00016.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00018.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00018.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00020.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00020.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00022.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00022.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00024.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00024.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00026.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00026.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00028.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00028.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00030.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00030.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00032.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00032.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00034.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00034.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00036.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00036.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00038.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00038.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00040.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00040.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00042.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00042.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00044.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00044.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00046.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00046.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00048.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00048.png
36/T1DUAL/DICOM_anon/InPhase/IMG-0013-00050.dcm,36/T1DUAL/DICOM_anon/OutPhase/IMG-0013-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/36/IMG-0013-00050.png
